TransactionID,ClientID,ChannelID,Amount,PaymentMethod,PaymentDate,Month
TXN01735,5,2,7332.16,PayPal,2024-04-08,Apr 2024
TXN01736,3,5,6518.71,PayPal,2024-02-01,Feb 2024
TXN01737,6,2,9351.91,Credit Card,2024-01-24,Jan 2024
TXN01738,7,4,6712.24,PayPal,2024-03-28,Mar 2024
TXN01739,4,3,1599.05,Credit Card,2024-02-29,Feb 2024
TXN01740,2,3,7535.52,Bank Transfer,2024-01-29,Jan 2024
TXN01741,6,2,8606.64,PayPal,2024-01-30,Jan 2024
TXN01742,1,3,1087.91,Bank Transfer,2024-05-27,May 2024
TXN01743,7,3,7827.17,Bank Transfer,2024-04-09,Apr 2024
TXN01744,4,1,4255.47,PayPal,2024-05-13,May 2024
TXN01745,3,3,8453.56,PayPal,2024-03-21,Mar 2024
TXN01746,3,5,3192.23,Credit Card,2024-04-26,Apr 2024
TXN01747,5,5,9908.18,Credit Card,2024-03-22,Mar 2024
TXN01748,8,2,5202.74,PayPal,2024-03-11,Mar 2024
TXN01749,6,2,8364.9,Bank Transfer,2024-01-16,Jan 2024
TXN01750,1,2,8639.4,PayPal,2024-02-27,Feb 2024
TXN01751,3,1,5705.46,PayNow,2024-03-17,Mar 2024
TXN01752,8,3,7698.28,PayPal,2024-04-18,Apr 2024
TXN01753,5,3,7115.57,Bank Transfer,2024-01-19,Jan 2024
TXN01754,7,1,1743.56,Credit Card,2024-05-20,May 2024
TXN01755,8,2,5983.0,PayPal,2024-03-18,Mar 2024
TXN01756,5,2,2492.78,Bank Transfer,2024-05-03,May 2024
TXN01757,6,5,1468.5,Bank Transfer,2024-01-03,Jan 2024
TXN01758,7,2,9296.86,Credit Card,2024-04-06,Apr 2024
TXN01759,8,2,9478.1,Credit Card,2024-04-01,Apr 2024
TXN01760,6,5,4621.3,Bank Transfer,2024-05-11,May 2024
TXN01761,4,1,1628.62,PayPal,2024-04-13,Apr 2024
TXN01762,5,5,9568.28,PayPal,2024-05-05,May 2024
TXN01763,8,4,3114.55,PayPal,2024-01-23,Jan 2024
TXN01764,1,1,1607.96,Credit Card,2024-04-04,Apr 2024
TXN01765,4,1,6075.08,PayPal,2024-05-05,May 2024
TXN01766,2,5,2220.42,PayPal,2024-03-11,Mar 2024
TXN01767,5,5,1689.75,PayNow,2024-04-21,Apr 2024
TXN01768,3,4,8222.25,Credit Card,2024-01-17,Jan 2024
TXN01769,8,1,5429.56,Credit Card,2024-04-10,Apr 2024
TXN01770,2,2,8689.03,Bank Transfer,2024-02-23,Feb 2024
TXN01771,8,3,1668.93,Bank Transfer,2024-01-02,Jan 2024
TXN01772,4,2,1334.3,PayNow,2024-05-27,May 2024
TXN01773,2,1,5308.41,PayNow,2024-01-09,Jan 2024
TXN01774,3,4,9782.48,Credit Card,2024-05-19,May 2024
TXN01775,5,1,9489.04,PayNow,2024-03-04,Mar 2024
TXN01776,8,2,5982.18,PayNow,2024-05-16,May 2024
TXN01777,6,5,5612.99,Bank Transfer,2024-05-13,May 2024
TXN01778,1,2,848.97,Bank Transfer,2024-01-26,Jan 2024
TXN01779,4,2,6220.37,Bank Transfer,2024-03-17,Mar 2024
TXN01780,5,2,7426.49,PayPal,2024-04-01,Apr 2024
TXN01781,5,3,4126.93,Bank Transfer,2024-01-20,Jan 2024
TXN01782,8,1,9475.03,PayPal,2024-04-12,Apr 2024
TXN01783,4,1,6480.9,PayNow,2024-02-06,Feb 2024
TXN01784,6,5,6744.52,Bank Transfer,2024-02-19,Feb 2024
TXN01785,3,3,9928.27,PayPal,2024-04-17,Apr 2024
TXN01786,1,5,2851.23,PayNow,2024-04-07,Apr 2024
TXN01787,2,5,4364.42,PayNow,2024-02-01,Feb 2024
TXN01788,6,3,7891.67,Bank Transfer,2024-01-23,Jan 2024
TXN01789,5,1,1430.5,Bank Transfer,2024-02-27,Feb 2024
TXN01790,2,1,2169.45,PayNow,2024-04-06,Apr 2024
TXN01791,8,1,5525.12,PayNow,2024-05-30,May 2024
TXN01792,5,5,1441.13,Credit Card,2024-05-21,May 2024
TXN01793,6,4,2216.39,PayPal,2024-02-13,Feb 2024
TXN01794,3,3,590.23,Bank Transfer,2024-05-02,May 2024
TXN01795,3,4,5891.83,PayNow,2024-02-02,Feb 2024
TXN01796,6,2,6943.04,PayPal,2024-01-14,Jan 2024
TXN01797,3,4,9869.34,PayPal,2024-04-27,Apr 2024
TXN01798,5,3,9549.86,Bank Transfer,2024-05-08,May 2024
TXN01799,2,3,4361.89,PayNow,2024-03-19,Mar 2024
TXN01800,2,1,7434.55,Credit Card,2024-01-24,Jan 2024
TXN01801,1,1,7562.39,PayPal,2024-02-12,Feb 2024
TXN01802,7,5,9358.19,Bank Transfer,2024-01-03,Jan 2024
TXN01803,8,5,7008.66,Credit Card,2024-05-02,May 2024
TXN01804,1,5,2306.75,Credit Card,2024-04-13,Apr 2024
TXN01805,6,2,9945.11,Credit Card,2024-04-18,Apr 2024
TXN01806,3,5,9086.09,Bank Transfer,2024-04-24,Apr 2024
TXN01807,6,2,5380.0,Credit Card,2024-01-20,Jan 2024
TXN01808,8,4,2119.6,Credit Card,2024-04-18,Apr 2024
TXN01809,4,5,8582.38,Credit Card,2024-03-27,Mar 2024
TXN01810,5,4,3288.68,Bank Transfer,2024-03-15,Mar 2024
TXN01811,7,2,9269.04,Credit Card,2024-01-01,Jan 2024
TXN01812,8,1,3879.57,PayPal,2024-04-28,Apr 2024
TXN01813,5,3,1518.06,PayNow,2024-03-25,Mar 2024
TXN01814,7,3,584.21,PayPal,2024-02-17,Feb 2024
TXN01815,4,1,5526.42,Bank Transfer,2024-05-05,May 2024
TXN01816,2,4,565.65,PayNow,2024-04-15,Apr 2024
TXN01817,8,4,4055.94,PayNow,2024-02-27,Feb 2024
TXN01818,3,5,8209.67,Credit Card,2024-04-19,Apr 2024
TXN01819,8,2,1828.81,PayPal,2024-04-22,Apr 2024
TXN01820,6,2,1551.32,PayNow,2024-01-02,Jan 2024
TXN01821,3,4,4500.03,PayNow,2024-01-11,Jan 2024
TXN01822,3,2,9509.57,PayNow,2024-01-09,Jan 2024
TXN01823,7,4,5726.17,Bank Transfer,2024-01-31,Jan 2024
TXN01824,7,5,7396.95,PayPal,2024-03-24,Mar 2024
TXN01825,2,1,8030.77,Bank Transfer,2024-02-03,Feb 2024
TXN01826,6,5,629.67,Bank Transfer,2024-02-09,Feb 2024
TXN01827,6,4,9776.17,Credit Card,2024-01-14,Jan 2024
TXN01828,8,3,3181.12,Credit Card,2024-04-21,Apr 2024
TXN01829,4,5,1948.71,Bank Transfer,2024-04-19,Apr 2024
TXN01830,5,1,8709.58,Bank Transfer,2024-03-04,Mar 2024
TXN01831,4,4,7211.38,Credit Card,2024-04-19,Apr 2024
TXN01832,3,2,9929.24,Bank Transfer,2024-05-08,May 2024
TXN01833,2,2,4312.19,PayNow,2024-02-28,Feb 2024
TXN01834,3,4,667.78,Bank Transfer,2024-02-19,Feb 2024
TXN01835,1,4,4369.32,PayNow,2024-01-24,Jan 2024
TXN01836,4,3,4547.72,Credit Card,2024-02-29,Feb 2024
TXN01837,7,1,3390.75,PayNow,2024-05-10,May 2024
TXN01838,5,3,7260.06,Bank Transfer,2024-04-03,Apr 2024
TXN01839,1,2,888.45,Credit Card,2024-03-22,Mar 2024
TXN01840,4,3,4984.55,Credit Card,2024-03-23,Mar 2024
TXN01841,3,3,9509.12,PayNow,2024-04-20,Apr 2024
TXN01842,5,1,1420.43,Credit Card,2024-03-26,Mar 2024
TXN01843,3,3,3925.4,PayNow,2024-05-21,May 2024
TXN01844,6,2,6677.36,Bank Transfer,2024-05-30,May 2024
TXN01845,7,1,8928.34,Bank Transfer,2024-05-29,May 2024
TXN01846,1,5,9699.14,Bank Transfer,2024-01-31,Jan 2024
TXN01847,8,1,1211.36,PayNow,2024-02-19,Feb 2024
TXN01848,8,2,5568.8,Bank Transfer,2024-03-18,Mar 2024
TXN01849,3,2,4473.02,PayNow,2024-01-12,Jan 2024
TXN01850,6,3,4760.58,Credit Card,2024-05-23,May 2024
TXN01851,2,4,4480.54,Credit Card,2024-04-21,Apr 2024
TXN01852,5,2,3251.74,Credit Card,2024-02-12,Feb 2024
TXN01853,7,4,7004.6,Credit Card,2024-02-18,Feb 2024
TXN01854,8,5,4149.43,PayPal,2024-02-12,Feb 2024
TXN01855,5,2,2248.63,Bank Transfer,2024-04-12,Apr 2024
TXN01856,4,5,7118.86,PayPal,2024-05-26,May 2024
TXN01857,5,3,8598.51,PayNow,2024-05-08,May 2024
TXN01858,2,2,2627.33,Bank Transfer,2024-03-09,Mar 2024
TXN01859,1,2,9449.44,PayNow,2024-03-15,Mar 2024
TXN01860,5,1,6602.92,Bank Transfer,2024-02-04,Feb 2024
TXN01861,2,1,6662.13,PayNow,2024-02-23,Feb 2024
TXN01862,2,5,3008.36,Bank Transfer,2024-03-24,Mar 2024
TXN01863,5,3,9859.98,Credit Card,2024-04-14,Apr 2024
TXN01864,4,3,2178.98,Credit Card,2024-04-01,Apr 2024
TXN01865,2,4,9483.73,PayNow,2024-05-17,May 2024
TXN01866,4,4,2596.07,PayNow,2024-05-21,May 2024
TXN01867,7,2,4737.53,PayPal,2024-02-22,Feb 2024
TXN01868,3,4,1390.07,Bank Transfer,2024-04-04,Apr 2024
TXN01869,3,2,2294.17,PayPal,2024-04-27,Apr 2024
TXN01870,5,1,3446.52,Bank Transfer,2024-02-16,Feb 2024
TXN01871,4,1,1863.46,PayPal,2024-04-10,Apr 2024
TXN01872,8,4,1452.22,Bank Transfer,2024-03-03,Mar 2024
TXN01873,2,4,4147.91,Credit Card,2024-01-04,Jan 2024
TXN01874,1,2,2859.26,Credit Card,2024-01-04,Jan 2024
TXN01875,3,5,628.22,Credit Card,2024-03-09,Mar 2024
TXN01876,6,1,2422.06,PayPal,2024-01-28,Jan 2024
TXN01877,8,2,3420.16,PayPal,2024-05-24,May 2024
TXN01878,4,1,5663.5,PayNow,2024-02-09,Feb 2024
TXN01879,2,1,8336.79,Credit Card,2024-05-19,May 2024
TXN01880,5,1,5359.65,PayPal,2024-05-19,May 2024
TXN01881,1,2,728.01,PayPal,2024-02-06,Feb 2024
TXN01882,3,3,6725.96,Bank Transfer,2024-04-08,Apr 2024
TXN01883,2,4,2110.81,Credit Card,2024-04-08,Apr 2024
TXN01884,2,3,3894.43,PayNow,2024-02-27,Feb 2024
TXN01885,6,1,9008.07,Bank Transfer,2024-01-31,Jan 2024
TXN01886,7,5,3681.02,Bank Transfer,2024-02-15,Feb 2024
TXN01887,3,3,6435.2,PayNow,2024-04-18,Apr 2024
TXN01888,2,3,9204.23,PayNow,2024-03-30,Mar 2024
TXN01889,2,1,8686.28,Bank Transfer,2024-03-08,Mar 2024
TXN01890,6,2,4210.7,PayPal,2024-02-07,Feb 2024
TXN01891,2,5,4560.81,PayNow,2024-01-18,Jan 2024
TXN01892,2,3,9950.33,Bank Transfer,2024-02-07,Feb 2024
TXN01893,6,3,5194.96,PayPal,2024-04-08,Apr 2024
TXN01894,6,2,8120.34,Bank Transfer,2024-04-15,Apr 2024
TXN01895,7,5,5222.47,PayPal,2024-04-08,Apr 2024
TXN01896,4,4,1294.37,PayPal,2024-05-16,May 2024
TXN01897,4,1,2734.33,Credit Card,2024-05-14,May 2024
TXN01898,1,3,5804.56,Bank Transfer,2024-02-22,Feb 2024
TXN01899,1,3,3928.16,Bank Transfer,2024-01-29,Jan 2024
TXN01900,8,2,8434.9,PayPal,2024-03-16,Mar 2024
TXN01901,4,2,1030.72,Bank Transfer,2024-03-03,Mar 2024
TXN01902,3,4,7464.27,PayPal,2024-01-31,Jan 2024
TXN01903,1,1,6796.1,Credit Card,2024-04-05,Apr 2024
TXN01904,3,1,1895.42,Bank Transfer,2024-05-02,May 2024
TXN01905,4,1,618.54,PayPal,2024-01-21,Jan 2024
TXN01906,3,4,7563.8,PayNow,2024-02-08,Feb 2024
TXN01907,7,3,4717.75,Credit Card,2024-04-30,Apr 2024
TXN01908,2,2,1070.01,Credit Card,2024-03-14,Mar 2024
TXN01909,3,1,4265.71,PayPal,2024-02-14,Feb 2024
TXN01910,5,5,5267.79,Bank Transfer,2024-04-26,Apr 2024
TXN01911,3,3,9744.66,PayPal,2024-04-18,Apr 2024
TXN01912,4,4,6380.92,Bank Transfer,2024-02-02,Feb 2024
TXN01913,3,5,6248.29,Credit Card,2024-04-10,Apr 2024
TXN01914,8,3,6700.65,PayPal,2024-04-29,Apr 2024
TXN01915,3,1,8131.72,PayPal,2024-04-07,Apr 2024
TXN01916,5,1,1491.8,PayNow,2024-02-19,Feb 2024
TXN01917,1,2,3180.97,Credit Card,2024-03-26,Mar 2024
TXN01918,4,5,604.28,PayNow,2024-01-17,Jan 2024
TXN01919,4,1,2783.18,Credit Card,2024-02-18,Feb 2024
TXN01920,1,5,9871.69,PayPal,2024-05-25,May 2024
TXN01921,1,3,1385.5,PayNow,2024-01-12,Jan 2024
TXN01922,6,3,9608.02,Bank Transfer,2024-01-03,Jan 2024
TXN01923,7,3,9751.58,Credit Card,2024-03-21,Mar 2024
TXN01924,7,5,1459.53,Bank Transfer,2024-03-25,Mar 2024
TXN01925,7,4,6070.4,Credit Card,2024-01-07,Jan 2024
TXN01926,3,2,6982.55,Credit Card,2024-03-15,Mar 2024
TXN01927,4,2,8171.02,Bank Transfer,2024-01-24,Jan 2024
TXN01928,6,4,7960.84,PayNow,2024-02-11,Feb 2024
TXN01929,6,5,8631.55,PayPal,2024-03-15,Mar 2024
TXN01930,7,2,2483.8,Credit Card,2024-01-11,Jan 2024
TXN01931,8,1,8144.9,Bank Transfer,2024-02-09,Feb 2024
TXN01932,2,4,1394.08,PayNow,2024-03-20,Mar 2024
TXN01933,5,2,1147.54,PayNow,2024-02-13,Feb 2024
TXN01934,2,1,2202.27,PayPal,2024-03-31,Mar 2024
TXN01935,8,3,7749.89,PayPal,2024-03-07,Mar 2024
TXN01936,2,5,5138.46,PayNow,2024-02-05,Feb 2024
TXN01937,7,4,8641.51,Bank Transfer,2024-03-14,Mar 2024
TXN01938,6,5,8525.94,PayNow,2024-04-22,Apr 2024
TXN01939,2,4,5306.45,PayNow,2024-04-05,Apr 2024
TXN01940,1,2,7147.58,Credit Card,2024-01-11,Jan 2024
TXN01941,2,3,4070.31,PayPal,2024-02-09,Feb 2024
TXN01942,4,4,8804.51,Credit Card,2024-01-19,Jan 2024
TXN01943,8,4,6603.6,PayPal,2024-03-30,Mar 2024
TXN01944,2,2,7451.89,PayPal,2024-01-28,Jan 2024
TXN01945,4,4,3622.85,PayNow,2024-04-20,Apr 2024
TXN01946,8,2,7171.76,PayPal,2024-03-28,Mar 2024
TXN01947,5,4,863.68,Bank Transfer,2024-01-30,Jan 2024
TXN01948,3,2,3541.77,Credit Card,2024-04-30,Apr 2024
TXN01949,1,3,8000.81,PayPal,2024-04-07,Apr 2024
TXN01950,1,2,8746.2,PayPal,2024-02-24,Feb 2024
TXN01951,5,2,1294.12,Credit Card,2024-03-10,Mar 2024
TXN01952,7,1,3334.2,PayPal,2024-03-11,Mar 2024
TXN01953,4,3,2248.74,Credit Card,2024-04-17,Apr 2024
TXN01954,7,3,9651.97,PayNow,2024-01-24,Jan 2024
TXN01955,4,3,9448.45,PayPal,2024-02-12,Feb 2024
TXN01956,3,4,3869.58,PayPal,2024-05-01,May 2024
TXN01957,4,1,7365.87,Bank Transfer,2024-01-03,Jan 2024
TXN01958,6,1,1929.81,PayPal,2024-03-23,Mar 2024
TXN01959,8,3,1579.27,PayPal,2024-02-07,Feb 2024
TXN01960,1,4,9461.58,Bank Transfer,2024-03-08,Mar 2024
TXN01961,2,1,2576.92,Bank Transfer,2024-04-25,Apr 2024
TXN01962,3,5,4086.79,PayNow,2024-04-17,Apr 2024
TXN01963,4,5,9573.49,PayNow,2024-02-23,Feb 2024
TXN01964,1,3,9018.22,Credit Card,2024-04-03,Apr 2024
TXN01965,8,4,4398.67,PayNow,2024-05-07,May 2024
TXN01966,7,5,9753.67,PayNow,2024-05-18,May 2024
TXN01967,3,4,4569.64,Bank Transfer,2024-01-30,Jan 2024
TXN01968,3,5,4640.82,PayNow,2024-05-21,May 2024
TXN01969,5,5,9410.06,Credit Card,2024-04-21,Apr 2024
TXN01970,2,1,6671.43,PayPal,2024-01-23,Jan 2024
TXN01971,8,5,9308.67,Credit Card,2024-01-27,Jan 2024
TXN01972,1,3,8591.2,Bank Transfer,2024-04-23,Apr 2024
TXN01973,8,5,4120.26,Bank Transfer,2024-02-27,Feb 2024
TXN01974,2,3,9692.35,PayPal,2024-04-30,Apr 2024
TXN01975,7,1,9426.36,Bank Transfer,2024-04-15,Apr 2024
TXN01976,5,3,8856.27,PayNow,2024-05-09,May 2024
TXN01977,7,2,539.5,PayPal,2024-03-19,Mar 2024
TXN01978,1,1,1957.07,PayNow,2024-01-09,Jan 2024
TXN01979,6,3,2118.9,PayPal,2024-05-12,May 2024
TXN01980,7,2,6354.55,PayPal,2024-03-02,Mar 2024
TXN01981,7,2,9424.22,PayPal,2024-01-14,Jan 2024
TXN01982,7,3,5414.13,PayPal,2024-02-14,Feb 2024
TXN01983,2,2,5290.44,PayPal,2024-02-29,Feb 2024
TXN01984,3,3,2435.74,Credit Card,2024-03-07,Mar 2024
TXN01985,7,1,6474.49,Bank Transfer,2024-01-07,Jan 2024
TXN01986,2,5,4132.85,Bank Transfer,2024-01-08,Jan 2024
TXN01987,6,2,2777.36,Bank Transfer,2024-04-26,Apr 2024
TXN01988,4,5,8484.34,PayPal,2024-03-17,Mar 2024
TXN01989,1,3,1288.15,Bank Transfer,2024-03-07,Mar 2024
TXN01990,2,1,4861.71,Credit Card,2024-01-06,Jan 2024
TXN01991,3,3,2988.95,Bank Transfer,2024-01-28,Jan 2024
TXN01992,2,4,8523.92,Bank Transfer,2024-01-24,Jan 2024
TXN01993,2,4,8056.69,PayPal,2024-04-10,Apr 2024
TXN01994,8,1,2497.81,PayPal,2024-01-19,Jan 2024
TXN01995,6,4,8181.22,Bank Transfer,2024-04-06,Apr 2024
TXN01996,1,2,6766.83,Credit Card,2024-03-17,Mar 2024
TXN01997,6,3,5097.15,Credit Card,2024-01-31,Jan 2024
TXN01998,5,1,2332.03,Credit Card,2024-02-10,Feb 2024
TXN01999,1,5,5361.57,Bank Transfer,2024-05-17,May 2024
TXN02000,6,1,9036.44,Credit Card,2024-02-25,Feb 2024
TXN02001,3,2,1292.71,Bank Transfer,2024-03-24,Mar 2024
TXN02002,5,4,2392.76,Credit Card,2024-03-09,Mar 2024
TXN02003,5,4,7579.35,PayPal,2024-03-30,Mar 2024
TXN02004,7,2,2875.88,Bank Transfer,2024-04-21,Apr 2024
TXN02005,7,1,6044.66,PayNow,2024-03-12,Mar 2024
TXN02006,4,4,4617.98,PayPal,2024-02-12,Feb 2024
TXN02007,5,3,6417.65,PayPal,2024-04-18,Apr 2024
TXN02008,4,5,3852.7,Credit Card,2024-04-19,Apr 2024
TXN02009,3,1,9601.93,PayNow,2024-04-25,Apr 2024
TXN02010,7,3,6236.88,PayNow,2024-05-30,May 2024
TXN02011,1,1,2209.09,PayNow,2024-04-11,Apr 2024
TXN02012,3,3,2830.52,Bank Transfer,2024-04-19,Apr 2024
TXN02013,6,2,7905.39,Credit Card,2024-04-05,Apr 2024
TXN02014,6,1,7309.62,Bank Transfer,2024-01-03,Jan 2024
TXN02015,6,2,5835.59,PayPal,2024-04-29,Apr 2024
TXN02016,4,5,2565.9,PayNow,2024-03-13,Mar 2024
TXN02017,7,4,3518.94,PayNow,2024-01-20,Jan 2024
TXN02018,4,1,8125.89,PayPal,2024-02-20,Feb 2024
TXN02019,5,4,1632.96,PayPal,2024-01-12,Jan 2024
TXN02020,6,5,4137.15,Credit Card,2024-02-13,Feb 2024
TXN02021,1,5,9885.57,PayPal,2024-03-13,Mar 2024
TXN02022,3,4,851.58,Credit Card,2024-03-13,Mar 2024
TXN02023,1,1,4963.99,PayPal,2024-03-27,Mar 2024
TXN02024,5,3,7660.08,PayPal,2024-03-18,Mar 2024
TXN02025,6,4,6317.05,PayPal,2024-01-21,Jan 2024
TXN02026,8,4,8562.39,Credit Card,2024-03-17,Mar 2024
TXN02027,2,1,2628.14,Credit Card,2024-04-05,Apr 2024
TXN02028,2,3,8683.19,PayPal,2024-02-05,Feb 2024
TXN02029,3,1,2316.02,PayNow,2024-02-27,Feb 2024
TXN02030,1,1,2967.03,Credit Card,2024-05-17,May 2024
TXN02031,1,3,1212.9,PayNow,2024-01-29,Jan 2024
TXN02032,5,2,9286.15,PayPal,2024-04-07,Apr 2024
TXN02033,3,3,8688.0,PayPal,2024-01-31,Jan 2024
TXN02034,2,5,5512.09,PayPal,2024-04-24,Apr 2024
TXN02035,5,3,7840.12,PayPal,2024-05-05,May 2024
TXN02036,2,3,7778.92,Credit Card,2024-02-27,Feb 2024
TXN02037,4,2,7102.17,Credit Card,2024-03-31,Mar 2024
TXN02038,1,2,624.72,Bank Transfer,2024-05-06,May 2024
TXN02039,7,2,5132.63,PayNow,2024-04-29,Apr 2024
TXN02040,6,3,7230.87,Bank Transfer,2024-02-23,Feb 2024
TXN02041,2,2,2578.46,PayNow,2024-05-09,May 2024
TXN02042,8,5,5377.91,PayPal,2024-04-08,Apr 2024
TXN02043,2,3,4519.39,PayNow,2024-02-18,Feb 2024
TXN02044,2,2,4879.06,Credit Card,2024-05-27,May 2024
TXN02045,4,1,8993.93,Bank Transfer,2024-01-29,Jan 2024
TXN02046,1,4,6787.91,PayPal,2024-03-09,Mar 2024
TXN02047,5,1,9305.81,Credit Card,2024-03-31,Mar 2024
TXN02048,7,2,1930.89,PayPal,2024-03-31,Mar 2024
TXN02049,6,1,4692.74,PayNow,2024-05-10,May 2024
TXN02050,1,4,7454.02,PayPal,2024-01-26,Jan 2024
TXN02051,5,2,4325.57,PayNow,2024-02-19,Feb 2024
TXN02052,8,5,4618.87,Credit Card,2024-05-15,May 2024
TXN02053,2,2,1594.29,Credit Card,2024-03-04,Mar 2024
TXN02054,5,2,1125.55,Credit Card,2024-05-27,May 2024
TXN02055,4,5,7145.37,PayPal,2024-03-11,Mar 2024
TXN02056,7,1,2588.94,PayNow,2024-04-10,Apr 2024
TXN02057,4,2,7964.41,PayNow,2024-05-06,May 2024
TXN02058,5,1,1395.3,PayPal,2024-03-14,Mar 2024
TXN02059,4,2,3493.57,Credit Card,2024-03-19,Mar 2024
TXN02060,3,3,9048.76,Bank Transfer,2024-02-12,Feb 2024
TXN02061,8,4,3673.51,Bank Transfer,2024-01-04,Jan 2024
TXN02062,2,2,6952.43,Credit Card,2024-03-08,Mar 2024
TXN02063,8,5,509.56,Bank Transfer,2024-03-31,Mar 2024
TXN02064,2,1,8279.8,PayNow,2024-04-30,Apr 2024
TXN02065,3,2,7864.94,Credit Card,2024-02-28,Feb 2024
TXN02066,6,4,5161.29,PayNow,2024-03-18,Mar 2024
TXN02067,5,4,2908.6,PayPal,2024-05-19,May 2024
TXN02068,6,3,7246.49,PayPal,2024-01-04,Jan 2024
TXN02069,5,5,7418.05,Credit Card,2024-01-29,Jan 2024
TXN02070,7,2,6763.99,Bank Transfer,2024-02-07,Feb 2024
TXN02071,8,1,2821.49,PayPal,2024-04-01,Apr 2024
TXN02072,4,1,2341.5,PayPal,2024-04-02,Apr 2024
TXN02073,5,5,9042.6,PayPal,2024-01-28,Jan 2024
TXN02074,3,3,9148.11,PayNow,2024-05-14,May 2024
TXN02075,7,5,4464.3,PayNow,2024-03-25,Mar 2024
TXN02076,4,1,6005.41,PayNow,2024-03-20,Mar 2024
TXN02077,7,4,5883.29,PayNow,2024-02-01,Feb 2024
TXN02078,2,1,5239.81,Bank Transfer,2024-03-14,Mar 2024
TXN02079,3,5,9683.38,Bank Transfer,2024-04-29,Apr 2024
TXN02080,8,3,1113.86,PayNow,2024-03-18,Mar 2024
TXN02081,8,1,2564.59,Credit Card,2024-01-04,Jan 2024
TXN02082,8,3,548.36,PayNow,2024-01-14,Jan 2024
TXN02083,1,3,1808.33,PayNow,2024-01-01,Jan 2024
TXN02084,3,1,7275.37,Bank Transfer,2024-05-08,May 2024
TXN02085,7,5,9223.47,PayNow,2024-02-20,Feb 2024
TXN02086,1,4,9362.88,Bank Transfer,2024-02-26,Feb 2024
TXN02087,7,4,9685.61,Credit Card,2024-04-08,Apr 2024
TXN02088,5,5,3451.99,PayPal,2024-03-07,Mar 2024
TXN02089,3,2,2875.19,PayPal,2024-03-23,Mar 2024
TXN02090,4,3,3397.46,PayNow,2024-05-21,May 2024
TXN02091,8,5,2242.04,PayPal,2024-05-25,May 2024
TXN02092,3,5,4698.06,PayNow,2024-01-25,Jan 2024
TXN02093,6,4,3864.84,PayPal,2024-05-08,May 2024
TXN02094,7,4,762.89,Credit Card,2024-04-17,Apr 2024
TXN02095,2,2,6344.48,PayNow,2024-04-17,Apr 2024
TXN02096,6,2,6398.45,PayNow,2024-03-03,Mar 2024
TXN02097,7,2,4327.95,Credit Card,2024-01-14,Jan 2024
TXN02098,8,1,1304.26,PayNow,2024-04-28,Apr 2024
TXN02099,6,5,1425.29,PayNow,2024-01-28,Jan 2024
TXN02100,8,3,8710.98,Credit Card,2024-05-24,May 2024
TXN02101,1,2,5404.51,PayPal,2024-05-29,May 2024
TXN02102,4,2,3358.48,PayNow,2024-02-04,Feb 2024
TXN02103,8,5,7033.86,Credit Card,2024-01-02,Jan 2024
TXN02104,1,2,6236.01,Credit Card,2024-01-18,Jan 2024
TXN02105,2,2,2440.79,PayPal,2024-05-13,May 2024
TXN02106,8,4,1028.71,Credit Card,2024-01-07,Jan 2024
TXN02107,7,4,9835.61,Bank Transfer,2024-03-17,Mar 2024
TXN02108,5,5,6972.54,Credit Card,2024-05-19,May 2024
TXN02109,3,1,2255.67,Bank Transfer,2024-04-20,Apr 2024
TXN02110,4,4,5064.43,PayNow,2024-02-13,Feb 2024
TXN02111,8,3,6843.15,PayPal,2024-01-26,Jan 2024
TXN02112,2,4,4460.52,PayPal,2024-04-08,Apr 2024
TXN02113,1,3,4842.28,PayPal,2024-02-07,Feb 2024
TXN02114,5,1,6628.54,PayPal,2024-01-03,Jan 2024
TXN02115,6,2,4945.12,PayPal,2024-01-11,Jan 2024
TXN02116,1,2,3898.6,Bank Transfer,2024-03-11,Mar 2024
TXN02117,7,5,1096.27,Bank Transfer,2024-03-30,Mar 2024
TXN02118,6,4,7294.23,Bank Transfer,2024-03-31,Mar 2024
TXN02119,5,4,1148.0,PayPal,2024-03-12,Mar 2024
TXN02120,8,5,6760.23,PayNow,2024-04-06,Apr 2024
TXN02121,6,5,9574.35,PayNow,2024-02-03,Feb 2024
TXN02122,7,1,926.83,Bank Transfer,2024-05-29,May 2024
TXN02123,2,1,5244.62,PayPal,2024-02-29,Feb 2024
TXN02124,4,2,1501.6,Bank Transfer,2024-03-23,Mar 2024
TXN02125,7,1,1088.3,PayNow,2024-04-08,Apr 2024
TXN02126,1,1,4694.52,PayNow,2024-01-30,Jan 2024
TXN02127,3,3,1522.78,PayPal,2024-01-08,Jan 2024
TXN02128,3,5,5786.45,Bank Transfer,2024-04-06,Apr 2024
TXN02129,8,4,6949.07,Bank Transfer,2024-03-05,Mar 2024
TXN02130,3,4,8231.46,Bank Transfer,2024-02-21,Feb 2024
TXN02131,1,1,2433.63,Bank Transfer,2024-01-23,Jan 2024
TXN02132,6,4,5898.8,Credit Card,2024-01-02,Jan 2024
TXN02133,3,5,5213.67,Bank Transfer,2024-03-28,Mar 2024
TXN02134,8,5,3845.01,Bank Transfer,2024-05-26,May 2024
TXN02135,8,4,6441.97,Credit Card,2024-01-18,Jan 2024
TXN02136,2,2,7932.68,PayNow,2024-05-25,May 2024
TXN02137,2,4,2690.45,PayNow,2024-01-26,Jan 2024
